x,y,z,vx,vy,vz,mass
25.81762018502236,3.6110511001251844,17.807981361332647,-0.3810207573171502,0.2687725466555648,0.25166458509789963,9.6825633087462
64.83430872206861,2.1055475703610327,5.617169876993843,1.836355319229458,-0.5523393929512793,-0.5381729086201691,6.480302107807299
32.18190574667368,85.63416314773346,80.52703711075145,-0.36677091985324123,-0.6759579695399921,1.5559242174562173,3.444571513142189
58.1138428437326,78.04237984460865,22.280755424931296,-0.19467678501346328,2.902432615489046,0.13245409812206982,1.817069193706531
55.009566638792606,37.50260940897263,3.1660070722464684,-1.5601069442814532,0.4738129049753264,0.29516773178656874,5.50701333914545
58.62275142228241,17.91606746320067,52.3406488793989,0.9119871770613098,0.2080516451057848,-0.06839590427972775,4.719360519370802
19.889115384088097,34.53887448938623,64.81075100670452,0.9858635769843488,-0.16328733303635456,0.05184567783344649,4.629319711958397
2.868881240318799,54.01608541322297,60.04316182803755,0.13643508220959152,-0.827618963468848,-2.1417638036660116,9.34959209718019
46.9811652064945,0.6382060921153565,13.356865706470444,-2.5677315755211794,-1.2067336490384581,-1.4395220374846602,1.3623301323422137
76.54613722755569,16.059058612217836,52.83596382317805,0.5465248502402972,-0.7724011322830786,-0.6036152339327467,4.082750583024097
